Date;AgeMax;BatchMode;DNAFill;DisplayPeriod;DumpStart;GeneCoding;GeneLength;GroupMinSize;Icon;MaxGurus;MutationRate;NbCrossover;NumberOfGroups;PopulationSize;ReproductionRate;ResultDir;Rounds;ScenarioName;SelectionPressure;Selectivity;StartFromFile;TimeLimit;Title;LastStep;best;average
160316151743;10;0;0;1;100;Unweighted;100;0;QtGraphics/EvolifeIcon.png;1;5;1;1;100;30;./___Results;0;SumBits;0;5;0;20000;Evolife;98;0;0
