Date;DisplayPeriod;GroupOffset;GroupSlope;Icon;Inertia;NbAgents;ScenarioName;TimeLimit;TimeSlope;Title;LastStep;Proportion of swallows perched;Perching probability x 1000
160314151750;1;8;10;swallow.gif;2;400;Swallows;1000;20;Evolife_Swallows;339;57;5
